xx,qa06id,qa06name,qa06wher,qa06dsc,ty26colo,ty26fakt
1725309,ADR MOR-0062-2015,Flap clacker,LWSS / ILS34 / JP826,"On ILS 34 SKP, during deceleration, due wind, there was turbulence and oscillation of IAS. When commanded by PF to extend flaps to 45, lever was selected and IAS increased at that time. Thrust was selected to idle and spoilers extended. IAS increased to 170 kts and clacker sounded. IAS did not increased over 170 kts. ",0,4
2103129,SOR-0408-2017,AAW HFE with expired weight check,Europe and North Atlantic - Slovenia / tgd / JP853,"7.12.2017 in Podgorica SAFA inspector wrote ""Insufficient number of HFG (are in cockpit with expired weight check. Only one HFG in cockpit. According to MEL 26-23-01 one HFG is required to dispatch). Corrected before flight AMM-26-23-01-F20-801-21-09 2017

Airworthiness records of accomplishment of weight check was performed on time. 
The mechanic did not replace the weighting placard with new date on placard. Why, due to lack of Job Card instruction.
Job Card for weight check shall be amended ",0,1
2204612,SOR-0244-2018,Communication,Europe and North Atlantic - Slovenia / Vienna FIR / JP323,"While at FL330, we contacted Vienna radar on 133.6. After about 4 minutes, we were called on 121.5, to contact Vienna on 133.6. We than contacted Vienna with squelch OFF, and we could hear the ATC. During those 4 minutes after being identified, we did not hear our callsign on 133.6, but we heard it on 121.5 - so we were listening.

We confirmed with ATC that we were identified and told them that we are now listening with squelch OFF.",0,1
1939915,CAA MOR-0132-2016,Fuel spilage,Belgium / Apron BRU airport / ADR377,During refueling the spilag of fuel ocured cca. 50 liters. We followed OM-A 8.2.1.6 procedure. Diameter of spilage was cca 2 x 1 meters.,0,1
2605205,SOR-0588-2019,Glider in uncontrolled airspace,Europe and North Atlantic - Germany - Saarland (SL) / SCN / LGL71,"From LUX to SCN we were vectored base for ILS 27 descending 4000ft QNH 1020 when we saw two gliders without transponder. One was about 9 o'clock, around 0,5 mile same altitude (cc 4300ft 1020hp) and few seconds later one glider above us around 500 to 1000ft, same position.
It was uncontrolled airspace.

This two gliders were not equipped with transponder. We informed radar and tower of the occurence.",0,4
2405344,SOR-0229-2019,Transportation ,Europe and North Atlantic - Slovenia / Operacija Austrian - Košice,"Taxi prevoz iz letalisca KSC do hotela in obratno predstavlja varnostno tveganje.
Štiri članska posadka se pelje z osebnim avtomobilom, ki ima prtljažni prostor velik komaj za štiri velike kovčke. Za osebno prtljago - ročne torbice in pilotske kovče pa ni prostora, zato moramo imeti le te v naročju.
Priskrbite večje prevozno sredstvo, ki bo zagotovilo varen transport oseb in prtljage.",0,1
1724475,CAA MOR-0037-2015,Aborted Take off,Russia / Sheremetyevo / ADR 915,"During take off roll on RW07R at SVO with Anti ice ON (Anti ice fluid applied) and just before reaching v1 we got WING OVHT warning msg. We aborted take off and stopped and vacated rwy. We went back to parking position. After trust was reduced msg went out. There was no malfunction (msg) present at engine shutdown. 
After cooling down of brakes and  filling of authority documents and consultation with AA maintainance we again applied de/anti ice fluid and departed SVO normally.
Later on no similar msg was posted during whole flight to LJLJ.",1,50
1632680,ADR MOR-0003-2013,Tcas display,Ljubljana,"We were flying behind company A320 (ADR-993) which was confimed estalblished on ILS and has landed
afterwards but our TCAS display showed us like it is about 10nm and 30-45 off track. I request an
explanation.",0,1
2404210,SOR-0225-2019,W/S during T/O,Europe and North Atlantic - Germany - Saarland (SL) / EDDR / LG9413,"Take off during severely turbulent weather generated an amber wind-shear caution on initial climb out. The F/O (PF) called out “wind shear,” overreacted and exaggeratedly proceeded with the wind shear escape drill thus exerting further backward pressure on the control column and excessively increasing the pitch. I called out “pitch” and almost immediately after “speed.” As the F/O corrections came instantly no further callouts deemed necessary and I retained my focus on the speed increase. With the attitude brought roughly within the stabilization criteria F/O engaged the A/P. ALT hold vertical mode also engaged. At that time it was perceived that ALT hold was erroneously depressed by the F/O missing the AP ENG pushbutton but just today during a missed approach we noticed that S5-AAZ FCP sometimes inadvertently engages ALT hold with the AP engagement. (See applicable missed approach report – 08.04.2019 / LGL 9412). At that relatively high climb rate it was proper operation of the AP to generate a descent towards the overshot marked altitude. I called out “you are descending” to which the F/O replied “I see” and engaged the V/S thus reestablishing a normal climb out. As the descent was arrested within about 100’ the GPWS “DON’T SINK” didn’t trigger and was not supposed to. Cross briefing and debriefing performed during a subsequent, low-workload portion of the flight did not reveal any procedure deviations, limitation breaches, parameter exceedances or safety-net device triggering. Uneventful flight otherwise.  ",0,2
2527108,SOR-0357-2019,Go Around,Europe and North Atlantic - Italy / Cagliari / JP3926,"Go around performed due no visual contact at minima on VOR Rw14.
Weather rain with low clouds.",0,1
2298983,SR-0082-2018,Crew bus,Aerodrome Ljubljana,"Opažam, da en kombi za prevoz posadk iz aerodroma do operativnega centra ob večernem zaključku delovne obveznosti posadk ni dovolj. Poleg aktivnih posadk, prihajajo pogosto domov tudi DHC posadke. Ob večernem zaključku delovne obveznosti, torej čaka na prevoz vsaj šest aktivnih posadk in tudi kakšna DHC posadka. Ker si po dolgi delovni obveznosti oziroma dolgi odsotnosti od doma vsi želijo priti čimprej domov, se nemalokrat pelje v kombiju preveliko število oseb. Ker je sedaj prevoz dovoljen samo po regionalni cesti ( stari cesti), menim da je taka organizacija prevoza nedopustna in nevarna. 
Če lahko ob jutranjih check-inih prevažata posadke dva kombija, bi morala od večernih check - outih prevažati posadke tudi dva kombija. Seveda morata biti kombija izpravna, imeti morata izpravne sedeže z naslonjali za glavo ter delujočimi varnostnimi pasovi. 
Tudi voznik kombija bi moral aktivno opozarjati potnike na uporabo varnostnih pasov ter omejitev števila oseb v kombiju. V kombiju je lahko le toliko oseb, kolikor je uporabnih izpravnih sedežev. Prosim za takojšnjo ureditev prevoza posadk na in iz aerodroma Ljubljana, tako da bo prevoz potekal varno in brez odvečnega čakanja za posadke in šoferja.",0,1
2514168,SOR-0330-2019,MFD1 and MFD2 BLANCK SIMULTANEOUSLY ,Europe and North Atlantic - Germany - Saarland (SL) / SIPVU,"Flight LGL9412 Berlin to Saarbrucken.
RNP approach expected in saarbrucken.

While descending toward Saarbrucken, passing FL115, both MFD went blank simultaneously. 

We requested to hold in SIPVU to gain the time to follow the procedure published in OM B bulletin 89 (MFD reset). 

We have been holding for around 1min and we solved the problem by resetting MFD2 circuit breaker and then MFD1 circuit breaker. ",0,1
2607526,SR-0081-2019,Boarding of not counted passengers thru the gate,JP-109,"During boarding procedure I was informed by the ramp agent, that the boarding will be slow, because at the gate there is only one staff member doing all the boarding job alone.
I took it as an information, since there were not many passengers expected.
When boarding completed, the man from the gate came to the acft to inform me that the boarding is completed and that there might be some pax on board that were not counted at the gate. It was a strange information for me! I got the information from cabin crew that we had 84 pax on board.  So I went downstairs to ask the ramp agent about the number of pax. She got the loadsheet already prepared with 81 pax! 
At that point I instructed my cabin crew to start searchig for the 3 ""smuggled""pax.
With the help of the ramp agent and the boarding staff (only by phone with the ramp agent), we found the three pax: Mr. Rorijs, Stakul and Vrabec, who passed the gate and have been not counted as boarded.
We asked those pax what happened and all of them told us the same reason: ""When I put the boarding pass on the barcode reader there was a red light and luod sound started. But the man at the gate told me that I can pass, so I proceeded to board the acft!""
On my opinion this kind of boarding staff behaviour is not acceptable and risk is not acceptable! 
Despite the fact that the man was alone for all the boarding work at the gate, this should not have happened!

Regards,
Capt. Tomaž Jamšek

",0,1
2404859,SOR-0228-2019,Go Around SCN,Europe and North Atlantic - Germany - Saarland (SL) / SCN,"WE EXECUTED ‘VOR APP RWY 27’ FOR TRAINING PURPOSES, WX WELL ABOVE MINIMA. CM2 PF, CM1 PM.
G/A WAS PERFORMED ON CAPTAIN’S COMMAND DUE TO SOME CLOUDS ON THE SHORT FINAL AND RWY WAS NOT IN SIGHT.
SECOND APP AND LANDING WAS PERFORMED NORMALLY.
PASSENGERS WERE INFORMED AND SAFETY WAS NOT INVOLVED.",0,2
1649101,CAA MOR-0024-2014,FLAPS FAIL , Before Basta point,"Flaps fail at 0 during approach to LJLJ. The appropriated QRH checklist was completed. Normal landing 
within touch down zone was performed.",0,2
2526329,SOR-0352-2019,Engine start with door open,Europe and North Atlantic - Slovenia / LJLJ / JP498,"We were parked at stand 3 of LJLJ. Aeroplane was operated with APU inoperative.
Ground power was supplied by source attached to the pax bridge.
According to the handling agent it is impossible to remove the bridge from the airplane while the power supply is attached to the airplane.
To avoid further delay which already amounted to over 50 min I decided to perform right engine start with the main door open.
After start ground power was removed and finger after that. Main door was closed and normal operation followed.",0,1
1895088,ADR MOR-0086-2016,OVERSPEED CLACKER AT F45,slo / ljlj / jp827,"During training flight ILS R/D app overspeed clacker soundend for a second.
Speed was just below 170kt and flaps were extended to F45 when speed increased sligtly and entered overspeed area by a knot or two.
Speed was reduced and normal app and landing folowed.",0,2
1897983,ADR MOR-0099-2016,Inadvertent movement of ENG 2 throttle lever,nil / MUC / z B584 / ADR135,"After landing, during taxi, approaching gate B584 in MUC Engine 2 THR LVR set to SHUT OFF than back to IDLE position inadvertently. Consequentialy, ENG 2 START ABORT caution MSG was displayed and FADEC performed the abort.",0,1
